Timestamp,Transaction Type,Asset,Quantity Transacted,Spot Price Currency,Spot Price at Transaction,Subtotal,Total (inclusive of fees),Fees,Notes
2015-06-24T00:47:17Z,Buy,BTC,0.0001,USD,244.19,0.02,0.02,0,Bought 0.0001 BTC for $0.02 USD
2015-10-15T21:50:06Z,Buy,BTC,1.54858564,USD,255.74,396.04,400,3.96,Bought 1.54858564 BTC for $400.00 USD
2015-10-15T22:00:48Z,Buy,BTC,0.38802774,USD,255.16,99.01,100,0.99,Bought 0.38802774 BTC for $100.00 USD
2015-10-15T22:07:30Z,Send,BTC,0.292,USD,254.7,,,,Sent 0.2920 BTC to 1PPvzTraMPkjwnX5LHgG8LA99cmeQkqg7n
2015-12-08T07:47:23Z,Send,BTC,0.546,USD,393.04,,,,Sent 0.5460 BTC to 12Z9jBPGToWVf1CF1FATMC3UvHDTWHewyQ
2016-07-01T10:10:03Z,Send,BTC,0.279,USD,680.2,,,,Sent 0.2790 BTC to 383A78EiokzXeRasCRth2WEShLzsRCtiik
2016-07-01T22:56:21Z,Send,BTC,0.7,USD,683,,,,Sent 0.7000 BTC to 1AksH4MzzWqsE4JjZnA7Eyxv7TjWtjMHA4
2017-04-17T23:43:25Z,Send,BTC,0.119452,USD,1193.51,,,,Sent 0.119452 BTC to 188ok5goYmifMCCGoGBSzK3VkXeqKUt79o
2017-12-02T05:45:17Z,Buy,BTC,0.04529326,USD,10877.12,492.66,500,7.34,Bought 0.04529326 BTC for $500.00 USD
2017-12-12T07:23:03Z,Buy,BTC,0.06845814,USD,16856.43,1153.96,1200,46.04,"Bought 0.06845814 BTC for $1,200.00 USD"
2017-12-20T21:32:01Z,Sell,BTC,0.11401278,USD,16322.29,1860.95,1833.22,27.73,"Sold 0.11401278 BTC for $1,833.22 USD"
2017-12-22T21:45:46Z,Buy,BTC,0.06646901,USD,14823.75,985.32,1000,14.68,"Bought 0.06646901 BTC for $1,000.00 USD"
2018-05-05T02:01:59Z,Send,BTC,0.06646901,USD,9758.34,,,,Sent 0.06646901 BTC to 335E4NqtAJGBuXBubZ7xrj6a6qRAZo34Th
2018-06-25T04:09:46Z,Buy,BTC,0.07961479,USD,6188.05,492.66,500,7.34,Bought 0.07961479 BTC for $500.00 USD
2018-07-13T09:16:49Z,Send,BTC,0.07200839,USD,6236.96,,,,Sent 0.07200839 BTC to 3A4ckPCg1wfGbb65MVPdm71e85bvukJZdx
2018-09-17T17:39:07Z,Buy,BTC,0.04691619,USD,6300.6,295.6,300,4.4,Bought 0.04691619 BTC for $300.00 USD
2018-09-26T06:15:41Z,Send,BTC,0.03059422,USD,6445,,,,Sent 0.03059422 BTC to 3EdWcwXA7H8mm52Pa2aguE2bMc3rQXBwHu
2019-01-14T21:23:40Z,Send,BTC,0.02321862,USD,3665.54,,,,Sent 0.02321862 BTC to 3KsssirPkfFwH4H98ESoxZedKXyigEKVr3
2020-05-02T22:57:04Z,Buy,BTC,0.05489461,USD,8974.65,492.66,500,7.34,Bought 0.05489461 BTC for $500.00 USD
2020-05-18T05:03:00Z,Send,BTC,0.01020478,USD,9887.68,,,,Sent 0.01020478 BTC to 3NHryNTFoPB6JzK8Bt7Naxa2bFd1wcLp74
2020-06-08T00:45:37Z,Convert,BTC,0.04539958,USD,9765.29,435.86,443.34,7.48,Converted 0.04539958 BTC to 29.77216867 REP
2020-08-09T04:31:58Z,Send,BTC,0.015927,USD,11741.52,,,,Sent 0.015927 BTC to 35qBq97CXhcuiB5caWmV4i5DCwudhNPYQw
2020-08-09T04:49:05Z,Send,BTC,0.049209,USD,11714.74,,,,Sent 0.049209 BTC to 3Aea1tEMrPyNe5vkccehiyew59NbHTJHms
2020-08-12T01:49:04Z,Receive,BTC,0.03289269,USD,11366.64,,,,Received 0.03289269 BTC from an external account
2020-08-13T23:38:41Z,Send,BTC,0.04684985,USD,11762.2,,,,Sent 0.04684985 BTC to 1NtiYN1zvTzZtnDc4rocdpk7TDwRRsQk5S
2020-08-20T21:26:33Z,Send,BTC,0.03289269,USD,11888.24,,,,Sent 0.03289269 BTC to 1NtiYN1zvTzZtnDc4rocdpk7TDwRRsQk5S
2021-01-08T10:02:11Z,Receive,BTC,0.02881992,USD,39244.24,,,,Received 0.02881992 BTC from an external account
2021-01-08T10:19:02Z,Sell,BTC,0.02881992,USD,39472,1137.58,1120.63,16.95,"Sold 0.02881992 BTC for $1,120.63 USD"
2021-02-18T23:31:48Z,Buy,BTC,0.00950165,USD,51849.94,492.66,500,7.34,Bought 0.00950165 BTC for $500.00 USD
2021-02-18T23:52:12Z,Send,BTC,0.00950165,USD,51651.3,,,,Sent 0.00950165 BTC to 3PpJ6KGqmeWFqnEPaHcc3n7h55gi7ExPRh
2021-03-25T01:33:52Z,Buy,BTC,0.00794669,USD,52448.25,416.79,423,6.21,Bought 0.00794669 BTC for $423.00 USD
2021-03-26T17:37:27Z,Send,BTC,0.008701,USD,53827.76,,,,Sent 0.008701 BTC to 3DMkT4zse4GEiL4nMT5YXzQRSnGCge1khL
2021-03-26T23:04:30Z,Convert,BTC,0.0081181,USD,54526.31,433.57,442.65,9.08,Converted 0.0081181 BTC to 0.25740368 ETH
2021-07-29T00:41:43Z,Send,BTC,0.02789647,USD,39779.68,,,,Sent 0.02789647 BTC to 3DMkT4zse4GEiL4nMT5YXzQRSnGCge1khL
2017-12-22T22:37:06Z,Buy,BCH,0.16910346,USD,2913.36,492.66,500,7.34,Bought 0.16910346 BCH for $500.00 USD
2020-08-24T01:54:46Z,Sell,BCH,0.16936484,USD,282.59,47.86,45.87,1.99,Sold 0.16936484 BCH for $45.87 USD
2021-05-10T17:26:38Z,Buy,BCH,0.03307541,USD,1451.53,48.01,50,1.99,Bought 0.03307541 BCH for $50.00 USD
2021-05-10T17:34:22Z,Send,BCH,0.03307541,USD,1448.8,,,,Sent 0.03307541 BCH to qqgg855t7ej3xlny9g8wgg0rzcythnjlusmfq0sy40
2019-02-12T21:52:46Z,Buy,BSV,0.16936484,USD,65.12,11.03,11.03,0,Bought 0.16936484 BSV for $11.03 USD
2021-05-10T18:01:53Z,Send,BSV,0.16936484,USD,390.12,,,,Sent 0.16936484 BSV to qqgg855t7ej3xlny9g8wgg0rzcythnjlusmfq0sy40
2017-12-22T21:52:34Z,Buy,ETH,0.70115993,USD,702.64,492.66,500,7.34,Bought 0.70115993 ETH for $500.00 USD
2020-06-07T21:33:20Z,Buy,ETH,4.04529588,USD,243.57,985.32,1000,14.68,"Bought 4.04529588 ETH for $1,000.00 USD"
2020-06-07T23:31:13Z,Send,ETH,2.97147544,USD,243.82,,,,Sent 2.97147544 ETH to 0x75539E2703E94A9D10f6C60D8C18794d823dA579
2020-07-01T01:52:13Z,Send,ETH,1.66574085,USD,224.74,,,,Sent 1.66574085 ETH to 0xA48549C56165Eb794c2F2a3595Eb37A321aB2f89
2020-07-07T23:03:12Z,Buy,ETH,4.09788924,USD,240.45,985.32,1000,14.68,"Bought 4.09788924 ETH for $1,000.00 USD"
2020-08-07T23:05:41Z,Buy,ETH,2.5625196,USD,384.51,985.32,1000,14.68,"Bought 2.5625196 ETH for $1,000.00 USD"
2020-08-09T00:33:25Z,Convert,ETH,2.5625196,USD,399.45,1002.6,1023.59,20.99,Converted 2.5625196 ETH to 0.0850656 BTC
2020-08-09T01:32:43Z,Send,ETH,1.00105,USD,395.16,,,,Sent 1.00105 ETH to 0x9e1f61480ca984a9386E4767A63e76bCd2A4418B
2020-08-09T04:22:47Z,Send,ETH,1.86086296,USD,395.24,,,,Sent 1.86086296 ETH to 0xA48549C56165Eb794c2F2a3595Eb37A321aB2f89
2020-08-09T04:35:29Z,Send,ETH,1.23597628,USD,395.68,,,,Sent 1.23597628 ETH to 0xA48549C56165Eb794c2F2a3595Eb37A321aB2f89
2021-01-08T10:00:53Z,Receive,ETH,2.6,USD,1217.56,,,,Received 2.6000 ETH from an external account
2021-01-08T10:18:34Z,Sell,ETH,2.6,USD,1220.39,3173.01,3125.73,47.28,"Sold 2.6000 ETH for $3,125.73 USD"
2021-02-10T01:28:37Z,Buy,ETH,0.54878949,USD,1795.44,985.32,1000,14.68,"Bought 0.54878949 ETH for $1,000.00 USD"
2021-02-10T02:20:18Z,Send,ETH,0.06053172,USD,1810.88,,,,Sent 0.06053172 ETH to 0x3D3712C4189Ad368d2986CbA3e8Bde70df234C45
2021-02-12T03:27:56Z,Send,ETH,0.21416479,USD,1772.62,,,,Sent 0.21416479 ETH to 0x052eF5C9A00D638B44c9A1C352E4949c1E5F2DFA
2021-02-12T21:29:48Z,Send,ETH,0.27409298,USD,1848.8,,,,Sent 0.27409298 ETH to 0x744883BF548af233AEa3f5bc3d3137c02bF11858
2021-02-27T23:08:29Z,Buy,ETH,0.06644447,USD,1460.02,97.01,100,2.99,Bought 0.06644447 ETH for $100.00 USD
2021-02-27T23:09:40Z,Send,ETH,0.04722811,USD,1454.28,,,,Sent 0.04722811 ETH to 0x9ce352c59EB25eb9e1b52B8d0CD836Df10cD048C
2021-03-03T02:58:11Z,Buy,ETH,0.06354875,USD,1526.54,97.01,100,2.99,Bought 0.06354875 ETH for $100.00 USD
2021-03-03T03:01:52Z,Send,ETH,0.06425156,USD,1519.18,,,,Sent 0.06425156 ETH to 0x9ce352c59EB25eb9e1b52B8d0CD836Df10cD048C
2021-03-17T00:50:28Z,Buy,ETH,1.15745851,USD,1787.68,2069.17,2100,30.83,"Bought 1.15745851 ETH for $2,100.00 USD"
2021-03-17T02:50:13Z,Send,ETH,0.30101773,USD,1773.55,,,,Sent 0.30101773 ETH to 0x22BFAE9cdB79B60557Fbc4Bf3222828a0010af6A
2021-03-20T02:14:13Z,Convert,ETH,0.87495433,USD,1826.24,1576.62,1597.88,21.26,Converted 0.87495433 ETH to 18.93828317 FIL
2021-03-23T00:43:50Z,Send,ETH,0.80399,USD,1680.82,,,,Sent 0.80399 ETH to 0x22BFAE9cdB79B60557Fbc4Bf3222828a0010af6A
2021-03-23T00:46:20Z,Send,ETH,0.76396415,USD,1691.68,,,,Sent 0.76396415 ETH to 0x7D24FbF18cfb958Ca6962f1381F43fE9dfC5d74e
2021-03-30T07:37:41Z,Send,ETH,0.25740368,USD,1817.66,,,,Sent 0.25740368 ETH to 0x7D24FbF18cfb958Ca6962f1381F43fE9dfC5d74e
2021-03-31T16:48:21Z,Buy,ETH,0.26498981,USD,1859.17,492.66,500,7.34,Bought 0.26498981 ETH for $500.00 USD
2021-03-31T17:28:13Z,Send,ETH,0.26498981,USD,1850.06,,,,Sent 0.26498981 ETH to 0x9ce352c59EB25eb9e1b52B8d0CD836Df10cD048C
2021-04-20T19:27:23Z,Buy,ETH,0.04208846,USD,2304.91,97.01,100,2.99,Bought 0.04208846 ETH for $100.00 USD
2021-04-20T19:28:58Z,Send,ETH,0.04208846,USD,2293.44,,,,Sent 0.04208846 ETH to 0x7bD8291d998c48cFBbF33ffa4Ab668451F7DE0Cc
2021-05-17T18:47:18Z,Buy,ETH,0.14653881,USD,3361.98,492.66,500,7.34,Bought 0.14653881 ETH for $500.00 USD
2021-05-17T18:50:00Z,Send,ETH,0.14653881,USD,3215.62,,,,Sent 0.14653881 ETH to 0x7bD8291d998c48cFBbF33ffa4Ab668451F7DE0Cc
2021-06-11T15:35:58Z,Receive,ETH,0.23414357,USD,2423.5,,,,Received 0.23414357 ETH from an external account
2021-06-11T15:42:06Z,Receive,ETH,0.30574938,USD,2425.3,,,,Received 0.30574938 ETH from an external account
2021-06-11T15:52:15Z,Sell,ETH,0.53989295,USD,2399.85,1295.66,1276.35,19.31,"Sold 0.53989295 ETH for $1,276.35 USD"
2021-06-22T01:06:46Z,Buy,ETH,1.51459557,USD,1951.65,2955.96,3000,44.04,"Bought 1.51459557 ETH for $3,000.00 USD"
2021-06-22T23:30:47Z,Send,ETH,0.44544074,USD,1866.92,,,,Sent 0.44544074 ETH to 0x7D24FbF18cfb958Ca6962f1381F43fE9dfC5d74e
2021-06-25T16:44:53Z,Send,ETH,1.06915483,USD,1813.62,,,,Sent 1.06915483 ETH to 0x7D24FbF18cfb958Ca6962f1381F43fE9dfC5d74e
2021-07-23T19:10:46Z,Buy,ETH,0.9715188,USD,2028.41,1970.64,2000,29.36,"Bought 0.9715188 ETH for $2,000.00 USD"
2021-07-23T20:56:59Z,Send,ETH,0.50203078,USD,2039.86,,,,Sent 0.50203078 ETH to 0x7bD8291d998c48cFBbF33ffa4Ab668451F7DE0Cc
2021-07-24T09:32:54Z,Convert,ETH,0.46948802,USD,2130.53,975.86,1000.26,24.4,Converted 0.46948802 ETH to 813.219739 ADA
2021-07-26T05:18:43Z,Convert,ETH,0.46799999,USD,2334.38,1071.07,1092.49,21.42,Converted 0.46799999 ETH to 0.02789647 BTC
2021-08-06T15:41:47Z,Buy,ETH,0.69872806,USD,2820.32,1970.64,2000,29.36,"Bought 0.69872806 ETH for $2,000.00 USD"
2021-08-06T15:48:09Z,Send,ETH,0.35677279,USD,2815.12,,,,Sent 0.35677279 ETH to 0x7bD8291d998c48cFBbF33ffa4Ab668451F7DE0Cc
2021-08-12T01:43:33Z,Send,ETH,0.6850828,USD,3216.5,,,,Sent 0.6850828 ETH to 0x7bD8291d998c48cFBbF33ffa4Ab668451F7DE0Cc
2021-08-20T15:51:27Z,Buy,ETH,0.44851637,USD,3295.26,1477.98,1500,22.02,"Bought 0.44851637 ETH for $1,500.00 USD"
2021-08-20T15:57:23Z,Send,ETH,0.30630496,USD,3283,,,,Sent 0.30630496 ETH to 0x7bD8291d998c48cFBbF33ffa4Ab668451F7DE0Cc
2021-08-26T03:42:10Z,Send,ETH,0.14221141,USD,3152.96,,,,Sent 0.14221141 ETH to 0x7bD8291d998c48cFBbF33ffa4Ab668451F7DE0Cc
2021-09-03T16:05:30Z,Buy,ETH,0.44451117,USD,4029.55,1791.18,1800,8.82,"Bought 0.44451117 ETH for $1,800.00 USD"
2021-09-03T16:09:43Z,Send,ETH,0.25060851,USD,3974.84,,,,Sent 0.25060851 ETH to 0x7bD8291d998c48cFBbF33ffa4Ab668451F7DE0Cc
2021-09-07T06:44:49Z,Convert,ETH,0.30111658,USD,3922,1158.99,1180.98,21.99,Converted 0.30111658 ETH to 6.0189647 SOL
2021-09-07T15:52:06Z,Convert,ETH,0.4367998,USD,3453.71,1469.41,1508.58,39.17,"Converted 0.4367998 ETH to 1,469.406633 USDC"
2021-09-07T18:06:25Z,Convert,ETH,0.4367998,USD,3444.46,1471.59,1504.54,32.95,"Converted 0.4367998 ETH to 1,471.589199 USDC"
2021-09-09T17:56:21Z,Receive,ETH,0.20576058,USD,3520.49,,,,Received 0.20576058 ETH from an external account
2021-09-09T18:03:12Z,Receive,ETH,0.19970927,USD,3514.32,,,,Received 0.19970927 ETH from an external account
2021-09-11T01:56:03Z,Send,ETH,0.40546985,USD,3275.47,,,,Sent 0.40546985 ETH to 0x7D24FbF18cfb958Ca6962f1381F43fE9dfC5d74e
2021-09-17T16:11:13Z,Buy,ETH,0.28544998,USD,3451.81,985.32,1000,14.68,"Bought 0.28544998 ETH for $1,000.00 USD"
2021-09-17T16:21:41Z,Send,ETH,0.28544998,USD,3452.73,,,,Sent 0.28544998 ETH to 0x7bD8291d998c48cFBbF33ffa4Ab668451F7DE0Cc
2021-09-23T01:42:13Z,Send,ETH,0.23462,USD,3062.86,,,,Sent 0.23462 ETH to 0x7bD8291d998c48cFBbF33ffa4Ab668451F7DE0Cc
2021-09-24T15:25:46Z,Buy,ETH,0.50852214,USD,2906.42,1477.98,1500,22.02,"Bought 0.50852214 ETH for $1,500.00 USD"
2021-09-24T15:28:52Z,Send,ETH,0.50852214,USD,2886.72,,,,Sent 0.50852214 ETH to 0x7bD8291d998c48cFBbF33ffa4Ab668451F7DE0Cc
2021-11-28T22:54:47Z,Buy,ETH,0.0694753,USD,4254.75,295.6,300,4.4,Bought 0.0694753 ETH for $300.00 USD
2021-11-28T22:56:43Z,Send,ETH,0.0694753,USD,4227.13,,,,Sent 0.0694753 ETH to 0x7D24FbF18cfb958Ca6962f1381F43fE9dfC5d74e
2020-05-02T22:58:56Z,Buy,LTC,1.96114106,USD,49.47,97.01,100,2.99,Bought 1.96114106 LTC for $100.00 USD
2020-08-09T04:14:06Z,Convert,LTC,1.92854068,USD,58.08,109.69,112,2.31,Converted 1.92854068 LTC to 0.00933452 BTC
2021-03-15T22:13:59Z,Buy,LTC,1.92532355,USD,204.71,394.13,400,5.87,Bought 1.92532355 LTC for $400.00 USD
2021-03-15T22:18:27Z,Send,LTC,1.95792393,USD,203.35,,,,Sent 1.95792393 LTC to M7ykugGumn3JtjeN38UXFk3mkHPTuPHtQ3
2020-09-02T22:14:55Z,Rewards Income,USDC,0.001226,USD,1,0,0,0,Received 0.001226 USDC from Coinbase Rewards
2020-09-06T22:29:49Z,Buy,USDC,60,USD,1,60,60,0,Bought 60.0000 USDC for $60.00 USD
2020-09-06T22:31:24Z,Send,USDC,151.151226,USD,1,,,,Sent 151.151226 USDC to 0x7D24FbF18cfb958Ca6962f1381F43fE9dfC5d74e
2020-10-02T20:15:19Z,Rewards Income,USDC,0.002224,USD,1,0,0,0,Received 0.002224 USDC from Coinbase Rewards
2021-03-17T00:40:32Z,Buy,USDC,2000,USD,1,2000,2000,0,"Bought 2,000.0000 USDC for $2,000.00 USD"
2021-03-17T00:48:32Z,Sell,USDC,2000,USD,1,2000,2000,0,"Sold 2,000.0000 USDC for $2,000.00 USD"
2021-03-17T20:54:43Z,Buy,USDC,2000,USD,1,2000,2000,0,"Bought 2,000.0000 USDC for $2,000.00 USD"
2021-03-17T20:57:50Z,Send,USDC,460.19,USD,1,,,,Sent 460.1900 USDC to 0x7bD8291d998c48cFBbF33ffa4Ab668451F7DE0Cc
2021-03-17T23:55:21Z,Convert,USDC,500,USD,1,507.1,500,7.1,Converted 500.0000 USDC to 5.49995561 FIL
2021-03-17T23:55:57Z,Convert,USDC,500,USD,1,484.6,500,15.4,Converted 500.0000 USDC to 457.99780594 MANA
2021-03-17T23:57:37Z,Convert,USDC,539.81,USD,1,530.35,539.81,9.46,"Converted 539.8100 USDC to 1,312.59595406 MATIC"
2021-03-25T01:34:34Z,Convert,USDC,472.56,USD,1,465.03,472.56,7.53,Converted 472.5600 USDC to 0.00887241 BTC
2021-04-02T15:03:58Z,Rewards Income,USDC,0.001048,USD,1,0,0,0,Received 0.001048 USDC from Coinbase Rewards
2021-09-08T17:15:37Z,Sell,USDC,1471.59,USD,1,1471.59,1471.59,0,"Sold 1,471.5900 USDC for $1,471.59 USD"
2021-09-21T17:18:19Z,Convert,USDC,700,USD,1,684.48,700,15.52,Converted 700.0000 USDC to 0.23462 ETH
2021-09-23T01:50:39Z,CardSpend,USDC,58.8,USD,1,,,,614bdd6ef55a281202b1c511
2021-09-23T01:50:41Z,CardSpend,USDC,1.99,USD,1,,,,614bdd70996be2188c448065
2021-09-25T00:38:49Z,CardSpend,USDC,28.47,USD,1,,,,614e6f989e989011fe15c2ef
2021-09-30T21:51:57Z,CardSpend,USDC,12.02,USD,1,,,,6156317c1eaeab0fde76bee5
2021-10-01T22:21:26Z,CardSpend,USDC,12.99,USD,1,,,,615789e49345d409532723d6
2021-10-02T00:44:27Z,CardSpend,USDC,28.47,USD,1,,,,6157ab6943424c144296b150
2021-10-02T00:52:28Z,CardSpend,USDC,1.99,USD,1,,,,6157ad4b25ebc600a7f1336e
2021-10-02T00:53:21Z,CardSpend,USDC,1.99,USD,1,,,,6157ad807af76a188248fef5
2021-10-02T00:54:51Z,CardSpend,USDC,1.99,USD,1,,,,6157addab40970072cd22cfc
2021-10-02T01:30:24Z,CardBuyBack,USDC,1.99,USD,1,,,,Bought 1.9900 USDC for $1.99 USD Card Hold Release.
2021-10-02T01:30:38Z,CardBuyBack,USDC,1.99,USD,1,,,,Bought 1.9900 USDC for $1.99 USD Card Hold Release.
2021-10-02T01:30:45Z,CardBuyBack,USDC,1.99,USD,1,,,,Bought 1.9900 USDC for $1.99 USD Card Hold Release.
2021-10-02T05:52:53Z,CardSpend,USDC,4.33,USD,1,,,,6157f3b47c10d20ff7d9dba3
2021-10-02T16:59:16Z,CardSpend,USDC,58.8,USD,1,,,,61588fe3b86c931887d76f8c
2021-10-02T16:59:19Z,CardSpend,USDC,1.99,USD,1,,,,61588fe5b0131d09684c424d
2021-10-02T18:13:03Z,Rewards Income,USDC,0.032149,USD,1,0.03,0.03,0,Received 0.032149 USDC from Coinbase Rewards
2021-10-03T19:57:28Z,CardSpend,USDC,20.56,USD,1,,,,615a0b275c679611fe78a16c
2021-10-03T21:09:29Z,CardSpend,USDC,6.51,USD,1,,,,615a1c084187f0122300e129
2021-10-04T16:07:37Z,CardSpend,USDC,12.59,USD,1,,,,615b26c86922050723978485
2021-10-05T00:48:27Z,CardSpend,USDC,0.99,USD,1,,,,615ba0da2a71a70b85528320
2021-10-05T02:09:45Z,CardSpend,USDC,32.58,USD,1,,,,615bb3e894b43800a1580d09
2021-10-06T02:38:35Z,CardSpend,USDC,21.72,USD,1,,,,615d0c29a431730daf6f4949
2021-10-06T23:51:01Z,CardSpend,USDC,10.85,USD,1,,,,615e3664eed1b704f88164c6
2021-10-07T02:37:11Z,CardSpend,USDC,7.59,USD,1,,,,615e5d56d81e541447bce01b
2021-10-07T05:41:52Z,CardSpend,USDC,13.03,USD,1,,,,615e889f91d96f12086c57f8
2021-10-07T21:18:33Z,CardSpend,USDC,6.51,USD,1,,,,615f64271739b9142edde271
2021-10-08T02:42:40Z,CardSpend,USDC,6.51,USD,1,,,,615fb01e0f7e671204185e83
2021-10-08T21:21:45Z,CardSpend,USDC,58.8,USD,1,,,,6160b668b5faef12095274f0
2021-10-08T21:21:47Z,CardSpend,USDC,1.99,USD,1,,,,6160b66aafd77d188aa04b11
2021-10-09T00:24:02Z,CardSpend,USDC,32.18,USD,1,,,,6160e121efcbba00a4335550
2021-10-09T01:42:39Z,CardSpend,USDC,6.51,USD,1,,,,6160f38ea6ecf0143c449b03
2021-10-09T21:10:02Z,Buy,USDC,200,USD,1,200,200,0,Bought 200.0000 USDC for $200.00 USD
2021-10-10T01:41:05Z,CardSpend,USDC,4.33,USD,1,,,,616244af420c290da9d3e2b6
2021-10-10T02:32:49Z,CardSpend,USDC,9.77,USD,1,,,,616250d0157d1304fb9727d9
2021-10-12T01:28:19Z,CardSpend,USDC,10.85,USD,1,,,,6164e4b25c728404f06e9132
2021-10-12T01:29:01Z,CardSpend,USDC,8.68,USD,1,,,,6164e4dbe5038a0725ceb7c3
2021-10-12T02:51:59Z,CardSpend,USDC,5.42,USD,1,,,,6164f84eeeda00072f8a3a93
2021-10-13T00:39:32Z,CardSpend,USDC,28.47,USD,1,,,,61662ac3f9b39704f8fda159
2021-10-13T19:44:03Z,CardSpend,USDC,117.25,USD,1,,,,61673702cb9bab1890d3d71c
2021-10-14T05:42:04Z,CardSpend,USDC,14.11,USD,1,,,,6167c32b6c82f107304c8f8f
2021-10-14T06:05:11Z,Buy,USDC,500,USD,1,500,500,0,Bought 500.0000 USDC for $500.00 USD
2021-10-14T17:24:11Z,CardSpend,USDC,8.39,USD,1,,,,616867b82c619e0947a42201
2021-10-14T18:36:10Z,CardSpend,USDC,234,USD,1,,,,6168789985eb371450351511
2021-10-15T01:37:17Z,CardSpend,USDC,58.8,USD,1,,,,6168db4b5f479702d188cee1
2021-10-15T01:37:19Z,CardSpend,USDC,1.99,USD,1,,,,6168db4e03217b0fddb70b10
2021-10-15T09:27:39Z,CardSpend,USDC,8.68,USD,1,,,,6169498a7d422304f756ca84
2021-10-16T00:26:41Z,CardSpend,USDC,32.18,USD,1,,,,616a1c40fb895e02cda90b18
2021-10-16T16:28:48Z,CardSpend,USDC,10.85,USD,1,,,,616afdbe100ed31435b521dc
2021-10-16T18:21:40Z,CardSpend,USDC,15.47,USD,1,,,,616b18321e976502ca22fcb7
2021-10-16T18:22:49Z,CardSpend,USDC,14.69,USD,1,,,,616b18781847761aa72c2967
2021-10-16T18:26:54Z,CardSpend,USDC,82.53,USD,1,,,,616b196d63ac38188c43e255
2021-10-17T00:22:46Z,CardSpend,USDC,10.49,USD,1,,,,616b6cd59bb8b70b792d7293
2021-10-17T04:51:56Z,CardSpend,USDC,8.68,USD,1,,,,616babeb6613950b75be1396
2021-10-18T03:14:00Z,CardSpend,USDC,4.33,USD,1,,,,616ce67708bea875e0f2cd51
2021-10-18T14:53:33Z,CardBuyBack,USDC,10.82,USD,1,,,,Bought 10.8200 USDC for $10.82 USD Card Hold Release.
2021-10-18T16:56:36Z,CardSpend,USDC,5,USD,1,,,,616da743eb1e8007081e39f1
2021-10-18T23:43:49Z,CardSpend,USDC,13.03,USD,1,,,,616e06b4d720a707275cf152
2021-10-19T03:08:23Z,CardSpend,USDC,6.51,USD,1,,,,616e36a5aa475b1887336cf0
2021-10-19T18:11:52Z,CardSpend,USDC,4,USD,1,,,,616f0a66dcaefc072145b104
2021-10-19T21:05:00Z,CardSpend,USDC,2.06,USD,1,,,,616f32fa8ea1930b9368b5ac
2021-10-19T21:08:43Z,CardSpend,USDC,25.67,USD,1,,,,616f33daf218a8072b2729ad
2021-10-19T23:09:39Z,CardSpend,USDC,7.59,USD,1,,,,616f50312197c100a370cc11
2021-10-20T01:05:08Z,Receive,USDC,139.323916,USD,1,,,,Received 139.323916 USDC from an external account
2021-10-20T03:10:45Z,CardSpend,USDC,5.42,USD,1,,,,616f88b3913d4a1aac248be2
2021-10-20T04:30:56Z,CardSpend,USDC,79.75,USD,1,,,,616f9b7f76a9ab00a89e6b86
2021-10-20T05:41:07Z,CardSpend,USDC,23.2,USD,1,,,,616fabf2ffd36d0db21fbbdb
2021-10-20T21:59:56Z,CardSpend,USDC,92.71,USD,1,,,,6170915bb052920da4793b8c
2021-10-20T23:18:05Z,Receive,USDC,185.401912,USD,1,,,,Received 185.401912 USDC from an external account
2021-10-20T23:33:21Z,Sell,USDC,200,USD,1,200,200,0,Sold 200.0000 USDC for $200.00 USD
2021-10-21T00:32:12Z,CardSpend,USDC,54.3,USD,1,,,,6170b50aa83554167dfe712b
2021-10-21T00:32:14Z,CardSpend,USDC,1.99,USD,1,,,,6170b50dc8c9ad1204806a2e
2021-10-21T03:07:52Z,CardSpend,USDC,6.51,USD,1,,,,6170d986d8a9ea0fe3170b38
2021-10-21T03:58:16Z,CardSpend,USDC,3.25,USD,1,,,,6170e5564bf92a0da02b6d48
2021-10-22T00:09:37Z,CardSpend,USDC,32.18,USD,1,,,,61720140abf8ee1aa241cba4
2021-10-22T02:16:00Z,CardSpend,USDC,4.33,USD,1,,,,61721edf9a0723165f4337ef
2021-10-22T21:50:48Z,CardSpend,USDC,66.95,USD,1,,,,61733236197d14bbbc60bbb7
2021-10-23T00:09:00Z,Receive,USDC,984.610745,USD,1,,,,Received 984.610745 USDC from an external account
2021-10-23T00:22:41Z,Sell,USDC,500,USD,1,500,500,0,Sold 500.0000 USDC for $500.00 USD
2021-10-23T15:34:37Z,CardBuyBack,USDC,10.31,USD,1,,,,Bought 10.3100 USDC for $10.31 USD Card Hold Release.
2021-10-24T00:35:12Z,CardSpend,USDC,5,USD,1,,,,6174aa3f964ab50b7c0f8246
2021-10-24T02:59:46Z,CardSpend,USDC,21.72,USD,1,,,,6174cc215624ea0724f4ccd6
2021-10-24T05:49:06Z,CardSpend,USDC,32.58,USD,1,,,,6174f3d1bad61b165801fbe0
2021-10-24T08:32:22Z,CardSpend,USDC,63.4,USD,1,,,,61751a14f8005802ca5cfe63
2021-10-25T01:58:35Z,CardSpend,USDC,11.94,USD,1,,,,61760f4905e0e402ca987e91
2021-10-25T08:18:35Z,CardSpend,USDC,50,USD,1,,,,6176685af32c0e00a8483bd9
2021-10-26T01:01:37Z,CardSpend,USDC,97.17,USD,1,,,,6177536fda51c60b7d2e7ffe
