Timestamp,Transaction Type,Asset,Quantity Transacted,Spot Price Currency,Spot Price at Transaction,Subtotal,Total (inclusive of fees),Fees,Notes
2021-08-26T06:09:12Z,Send,ADA,384.327061,USD,2.64,,,,Sent 384.327061 ADA to addr1q9j8ftq2re4y8qh20ayhsmwt6003yhr5ewns8qeswkac3t952u7lyj5cvz8enmn4zmad43u5rtzs8x860dtlgvela0mqu5zn2v
2021-09-03T16:43:50Z,Buy,ADA,326.787137,USD,3.05,995.1,1000,4.9,"Bought 326.787137 ADA for $1,000.00 USD"
2021-09-06T18:46:56Z,Convert,ADA,175.530981,USD,2.85,491.41,500,8.59,Converted 175.530981 ADA to 3.11971547 SOL
2021-09-06T18:47:41Z,Convert,ADA,151.256156,USD,2.85,422.35,431.13,8.78,Converted 151.256156 ADA to 0.10721392 ETH
2021-09-08T07:36:34Z,Receive,ADA,1500,USD,2.32,,,,"Received 1,500.0000 ADA from an external account"
2021-09-08T17:28:27Z,Sell,ADA,1500,USD,2.38,3562.82,3545.36,17.46,"Sold 1,500.0000 ADA for $3,545.36 USD"
2021-08-11T04:43:27Z,Convert,ICP,15.3562477,USD,72.13,1084.91,1107.65,22.74,Converted 15.3562477 ICP to 0.34312753 ETH
2021-08-06T15:42:06Z,Buy,USDT,980.0259,USD,1.01,985.32,1000,14.68,"Bought 980.0259 USDT for $1,000.00 USD"
2021-08-07T21:00:09Z,Convert,USDT,980.0259,USD,1,959.82,980.66,20.84,Converted 980.0259 USDT to 15.3562477 ICP
2021-10-17T00:24:47Z,Receive,USDT,80.812024,USD,1,,,,Received 80.812024 USDT from an external account
2021-10-17T00:36:30Z,Convert,USDT,80.812024,USD,1,77.42,80.82,3.4,Converted 80.812024 USDT to 77.419974 USDC
2021-09-07T15:49:52Z,Convert,SOL,9.138680161,USD,168.88,1507.86,1543.36,35.5,Converted 9.13868016 SOL to 0.4367998 ETH
2021-11-13T22:48:54Z,CardSpend,UST,12.23880597,USD,1.01,,,,619040d5f993010db3e9bc4e
2021-11-14T05:50:04Z,Convert,UST,988.12758803,USD,1.01,976.53,995.54,19.01,Converted 988.12758803 UST to 976.526971 USDC
2021-12-11T07:46:10Z,Convert,UST,96.31835808,USD,1,92.85,96.37,3.52,Converted 96.31835808 UST to 92.849162 USDC
2021-12-04T09:37:30Z,Send,AVAX,0.50998819,USD,94.07,,,,Sent 0.50998819 AVAX to 0x7D24FbF18cfb958Ca6962f1381F43fE9dfC5d74e
2021-12-05T07:33:01Z,Receive,AVAX,1.05704837,USD,91.9,,,,Received 1.05704837 AVAX from an external account
2021-12-05T07:34:19Z,Convert,AVAX,1.05704837,USD,91.9,93.83,97.14,3.31,Converted 1.05704837 AVAX to 93.827216 USDC
2021-12-07T08:38:24Z,Receive,AVAX,1.2,USD,95.92,,,,Received 1.2000 AVAX from an external account
2021-12-07T08:39:08Z,Convert,AVAX,1.2,USD,95.98,111.37,115.17,3.8,Converted 1.2000 AVAX to 111.374179 USDC
2021-12-08T08:13:24Z,Receive,AVAX,1.1,USD,91.15,,,,Received 1.1000 AVAX from an external account
2021-12-08T08:14:46Z,Convert,AVAX,1.1,USD,91.11,96.72,100.22,3.5,Converted 1.1000 AVAX to 96.721443 USDC
